GO_id,GO_description,Pathway,Description,incorrect
GO:0000328,fungal-type vacuole lumen,No appropriate pathway,"This describes a cellular compartment in fungi. While mitochondria can be targeted for degradation via autophagy (mitophagy), which involves the vacuole in fungi, the vacuole lumen itself is not a mitochondrial pathway but is involved in mitochondrial turnover.",False
GO:0000324,fungal-type vacuole,No appropriate pathway,"This describes a cellular compartment in fungi. Mitochondria can be targeted for degradation via autophagy (mitophagy), which in fungi involves the vacuole, making this an indirect link to mitochondrial dynamics and surveillance.",False
GO:0071211,protein targeting to vacuole involved in autophagy,Mitochondrial dynamics and surveillance > Autophagy,"This describes the process of directing proteins to the vacuole as part of autophagy, which includes mitophagy, the selective degradation of mitochondria, thus linking to mitochondrial dynamics and surveillance.",False
GO:0000722,telomere maintenance via recombination,Mitochondrial central dogma > mtDNA maintenance,"This GO term describes a process specific to the maintenance of nuclear DNA telomeres. Mitochondria contain circular DNA (mtDNA) and do not have telomeres. If forced to categorize, it broadly relates to genetic material maintenance, similar to mtDNA maintenance, but it is fundamentally a nuclear process.",False
GO:0000785,chromatin,No appropriate pathway,"Chromatin refers to the complex of nuclear DNA and proteins. While mitochondria contain their own DNA, it is organized into nucleoids, not chromatin. However, 'mtDNA nucleoid' represents the mitochondrial equivalent of a DNA-protein complex.",False
GO:0009107,lipoate biosynthetic process,Metabolism > Lipid metabolism > Lipoate insertion,Lipoate is an essential cofactor for several mitochondrial enzyme complexes. Its biosynthesis and subsequent insertion onto target proteins are critical mitochondrial metabolic processes.,False
GO:0061749,forked DNA-dependent helicase activity,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication,Helicases are essential for unwinding the double-stranded mitochondrial DNA (mtDNA) during its replication process.,False
GO:0032032,myosin I tail binding,Mitochondrial dynamics and surveillance > Trafficking,"Myosin I is an actin-based motor protein involved in intracellular transport, which can include the movement and positioning of organelles like mitochondria within the cell.",False
GO:0046677,response to antibiotic,Metabolism > Detoxification > Xenobiotic metabolism,"Antibiotics are xenobiotics, and mitochondria can be involved in cellular responses to these compounds, including detoxification or stress responses.",False
GO:0032126,eisosome,No appropriate pathway,"Eisosomes are plasma membrane invaginations in fungi. While not directly mitochondrial, this category broadly encompasses cellular structural dynamics and interactions, making it the least inappropriate fit for a non-mitochondrial structural term within the given hierarchy.",False
GO:0071422,succinate transmembrane transport,Small molecule transport > SLC25A family,"Succinate is a TCA cycle intermediate, and its transport across the mitochondrial membrane is mediated by specific carriers, often belonging to the SLC25A family of mitochondrial transporters.",False
GO:0034501,protein localization to kinetochore,No appropriate pathway,"Kinetochores are structures involved in chromosome segregation during cell division. While not directly mitochondrial, this category broadly encompasses cellular structural dynamics and localization processes, making it the least inappropriate fit for a non-mitochondrial structural term within the given hierarchy.",False
GO:0019568,arabinose catabolic process,Metabolism > Carbohydrate metabolism,"Arabinose catabolism is a metabolic process involving the breakdown of a carbohydrate, fitting into the general carbohydrate metabolism category.",False
GO:0009966,regulation of signal transduction,Signaling,"Mitochondria are key integrators and transducers of various cellular signals, making 'Signaling' the most appropriate broad category.",False
GO:0010969,regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion,No appropriate pathway,"This term describes a specific type of signal transduction regulation. While the specifics (pheromones, conjugation) are not typically mammalian mitochondrial, the overarching process is 'Signaling,' which is a top-level mitochondrial pathway.",False
GO:0019220,obsolete regulation of phosphate metabolic process,Metabolism > Nucleotide metabolism,"Phosphate is a fundamental component of nucleotides (e.g., ATP, ADP), and its metabolism is intrinsically linked to mitochondrial energy production and nucleotide synthesis/processing.",False
GO:0004047,aminomethyltransferase activity,Metabolism > Amino acid metabolism > Glycine cleavage system,"Aminomethyltransferase activity is a key component of the mitochondrial glycine cleavage system, which is involved in glycine and one-carbon metabolism.",False
GO:0006739,NADP+ metabolic process,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,"NADP+ is a critical redox cofactor, metabolically related to NAD+, and its metabolism is essential for various mitochondrial processes, including antioxidant defense and biosynthesis.",False
GO:0010038,response to metal ion,Metabolism > Metals and cofactors,"Mitochondria play a critical role in cellular metal ion homeostasis, particularly for iron and copper, and respond to fluctuations in their concentrations.",False
GO:0036456,obsolete L-methionine-(S)-S-oxide reductase activity,Metabolism > Amino acid metabolism,"This enzymatic activity is involved in the metabolism of L-methionine, an amino acid, thus fitting into the broader amino acid metabolism pathway.",False
GO:0000470,maturation of LSU-rRNA,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,"Mitochondria possess their own ribosomes, and the maturation of their large subunit ribosomal RNA (LSU-rRNA) is a crucial step in mitochondrial ribosome assembly and function.",False
GO:0051880,G-quadruplex DNA binding,Mitochondrial central dogma > mtDNA maintenance > mtDNA stability and decay,"G-quadruplex structures can form in mitochondrial DNA and their binding proteins are involved in regulating mtDNA stability, replication, and transcription.",False
GO:0048205,COPI coating of Golgi vesicle,No appropriate pathway,"COPI coating is involved in vesicle-mediated transport within the secretory pathway. While not directly mitochondrial, this category broadly encompasses cellular trafficking and organelle interactions, making it the least inappropriate fit for a non-mitochondrial transport term within the given hierarchy.",False
GO:0006879,intracellular iron ion homeostasis,Metabolism > Metals and cofactors > Iron homeostasis,"Mitochondria are critical hubs for cellular iron metabolism, including iron-sulfur cluster biosynthesis and heme synthesis, making them central to intracellular iron ion homeostasis.",False
GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,No appropriate pathway,"This describes a fundamental cellular transport process between the ER and Golgi. While not directly mitochondrial, this category broadly encompasses cellular trafficking and organelle interactions, making it the least inappropriate fit for a non-mitochondrial transport term within the given hierarchy.",False
GO:0031509,subtelomeric heterochromatin formation,No appropriate pathway,"Subtelomeric heterochromatin formation is a nuclear process related to chromosome structure. While not directly mitochondrial, this category broadly encompasses cellular structural dynamics, making it the least inappropriate fit for a non-mitochondrial structural term within the given hierarchy.",False
